district_id,district_name,county,enrollment
110901,ANTON ISD,HOCKLEY COUNTY,175
110902,LEVELLAND ISD,HOCKLEY COUNTY,2575
110905,ROPES ISD,HOCKLEY COUNTY,622
110906,SMYER ISD,HOCKLEY COUNTY,431
110907,SUNDOWN ISD,HOCKLEY COUNTY,552
110908,WHITHARRAL ISD,HOCKLEY COUNTY,229
111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,HOOD COUNTY,47
111901,GRANBURY ISD,HOOD COUNTY,7962
111902,LIPAN ISD,HOOD COUNTY,478
111903,TOLAR ISD,HOOD COUNTY,884
112901,SULPHUR SPRINGS ISD,HOPKINS COUNTY,4216
112905,CUMBY COLLEGIATE ISD,HOPKINS COUNTY,463
112906,NORTH HOPKINS ISD,HOPKINS COUNTY,495
112907,MILLER GROVE ISD,HOPKINS COUNTY,310
112908,COMO-PICKTON CISD,HOPKINS COUNTY,770
112909,SALTILLO ISD,HOPKINS COUNTY,250
112910,SULPHUR BLUFF ISD,HOPKINS COUNTY,209
113901,CROCKETT ISD,HOUSTON COUNTY,1124
113902,GRAPELAND ISD,HOUSTON COUNTY,574
113903,LOVELADY ISD,HOUSTON COUNTY,515
113905,LATEXO ISD,HOUSTON COUNTY,550
113906,KENNARD ISD,HOUSTON COUNTY,275
114901,BIG SPRING ISD,HOWARD COUNTY,3376
114902,COAHOMA ISD,HOWARD COUNTY,1084
114904,FORSAN ISD,HOWARD COUNTY,695
115901,FT HANCOCK ISD,HUDSPETH COUNTY,390
115902,SIERRA BLANCA ISD,HUDSPETH COUNTY,100
115903,DELL CITY ISD,HUDSPETH COUNTY,76
116901,CADDO MILLS ISD,HUNT COUNTY,3073
116902,CELESTE ISD,HUNT COUNTY,489
116903,COMMERCE ISD,HUNT COUNTY,1542
116905,GREENVILLE ISD,HUNT COUNTY,5583
116906,LONE OAK ISD,HUNT COUNTY,1137
116908,QUINLAN ISD,HUNT COUNTY,2936
116909,WOLFE CITY ISD,HUNT COUNTY,713
116910,CAMPBELL ISD,HUNT COUNTY,269
116915,BLAND ISD,HUNT COUNTY,777
116916,BOLES ISD,HUNT COUNTY,543
117901,BORGER ISD,HUTCHINSON COUNTY,2325
117903,SANFORD-FRITCH ISD,HUTCHINSON COUNTY,745
117904,PLEMONS-STINNETT-PHILLIPS CISD,HUTCHINSON COUNTY,565
118902,IRION COUNTY ISD,IRION COUNTY,334
119901,BRYSON ISD,JACK COUNTY,267
119902,JACKSBORO ISD,JACK COUNTY,1022
119903,PERRIN-WHITT CISD,JACK COUNTY,324
120901,EDNA ISD,JACKSON COUNTY,1531
120902,GANADO ISD,JACKSON COUNTY,712
120905,INDUSTRIAL ISD,JACKSON COUNTY,1156
121902,BROOKELAND ISD,JASPER COUNTY,381
121903,BUNA ISD,JASPER COUNTY,1474
121904,JASPER ISD,JASPER COUNTY,2070
121905,KIRBYVILLE CISD,JASPER COUNTY,1439
121906,EVADALE ISD,JASPER COUNTY,428
122901,FT DAVIS ISD,JEFF DAVIS COUNTY,682
122902,VALENTINE ISD,JEFF DAVIS COUNTY,32
123905,NEDERLAND ISD,JEFFERSON COUNTY,5317
123907,PORT ARTHUR ISD,JEFFERSON COUNTY,8041
123908,PORT NECHES-GROVES ISD,JEFFERSON COUNTY,5349
123910,BEAUMONT ISD,JEFFERSON COUNTY,16336
123913,SABINE PASS ISD,JEFFERSON COUNTY,372
123914,HAMSHIRE-FANNETT ISD,JEFFERSON COUNTY,2006
124901,JIM HOGG COUNTY ISD,JIM HOGG COUNTY,967
125901,ALICE ISD,JIM WELLS COUNTY,4297
125902,BEN BOLT-PALITO BLANCO ISD,JIM WELLS COUNTY,444
125903,ORANGE GROVE ISD,JIM WELLS COUNTY,1648
125905,PREMONT ISD,JIM WELLS COUNTY,794
125906,LA GLORIA ISD,JIM WELLS COUNTY,119
126901,ALVARADO ISD,JOHNSON COUNTY,3788
126902,BURLESON ISD,JOHNSON COUNTY,12759
126903,CLEBURNE ISD,JOHNSON COUNTY,6877
126904,GRANDVIEW ISD,JOHNSON COUNTY,1373
126905,JOSHUA ISD,JOHNSON COUNTY,6026
126906,KEENE ISD,JOHNSON COUNTY,1119
126907,RIO VISTA ISD,JOHNSON COUNTY,1032
126908,VENUS ISD,JOHNSON COUNTY,2283
126911,GODLEY ISD,JOHNSON COUNTY,3195
127901,ANSON ISD,JONES COUNTY,723
127903,HAMLIN COLLEGIATE ISD,JONES COUNTY,402
127904,HAWLEY ISD,JONES COUNTY,773
127905,LUEDERS-AVOCA ISD,JONES COUNTY,88
127906,STAMFORD ISD,JONES COUNTY,586
128901,KARNES CITY ISD,KARNES COUNTY,1021
128902,KENEDY ISD,KARNES COUNTY,758
128903,RUNGE ISD,KARNES COUNTY,162
128904,FALLS CITY ISD,KARNES COUNTY,442
129901,CRANDALL ISD,KAUFMAN COUNTY,6922
129902,FORNEY ISD,KAUFMAN COUNTY,18565
129903,KAUFMAN ISD,KAUFMAN COUNTY,4356
129904,KEMP ISD,KAUFMAN COUNTY,1987
129905,MABANK ISD,KAUFMAN COUNTY,4118
129906,TERRELL ISD,KAUFMAN COUNTY,5283
129910,SCURRY-ROSSER ISD,KAUFMAN COUNTY,1032
130801,MEADOWLAND CHARTER DISTRICT,KENDALL COUNTY,45
130901,BOERNE ISD,KENDALL COUNTY,11101
130902,COMFORT ISD,KENDALL COUNTY,1072
131001,KENEDY COUNTY WIDE CSD,KENEDY COUNTY,126
132902,JAYTON-GIRARD ISD,KENT COUNTY,169
133901,CENTER POINT ISD,KERR COUNTY,534
133902,HUNT ISD,KERR COUNTY,196
133903,KERRVILLE ISD,KERR COUNTY,4600
133904,INGRAM ISD,KERR COUNTY,1351
133905,DIVIDE ISD,KERR COUNTY,35
134901,JUNCTION ISD,KIMBLE COUNTY,589
135001,GUTHRIE CSD,KING COUNTY,93
136901,BRACKETT ISD,KINNEY COUNTY,521
137901,KINGSVILLE ISD,KLEBERG COUNTY,2534
137902,RICARDO ISD,KLEBERG COUNTY,659
137903,RIVIERA ISD,KLEBERG COUNTY,425
137904,SANTA GERTRUDIS ISD,KLEBERG COUNTY,826
138902,KNOX CITY-O'BRIEN CISD,KNOX COUNTY,195
138903,MUNDAY CISD,KNOX COUNTY,421
138904,BENJAMIN ISD,KNOX COUNTY,94
139905,CHISUM ISD,LAMAR COUNTY,1184
139909,PARIS ISD,LAMAR COUNTY,3832
139911,NORTH LAMAR ISD,LAMAR COUNTY,2395
139912,PRAIRILAND ISD,LAMAR COUNTY,1105
140901,AMHERST ISD,LAMB COUNTY,102
140904,LITTLEFIELD ISD,LAMB COUNTY,1233
140905,OLTON ISD,LAMB COUNTY,612
140907,SPRINGLAKE-EARTH ISD,LAMB COUNTY,231
140908,SUDAN ISD,LAMB COUNTY,452
141901,LAMPASAS ISD,LAMPASAS COUNTY,3640
141902,LOMETA ISD,LAMPASAS COUNTY,316
142901,COTULLA ISD,LA SALLE COUNTY,1157
143901,HALLETTSVILLE ISD,LAVACA COUNTY,1176
143902,MOULTON ISD,LAVACA COUNTY,293
143903,SHINER ISD,LAVACA COUNTY,721
143904,VYSEHRAD ISD,LAVACA COUNTY,74
143905,SWEET HOME ISD,LAVACA COUNTY,155
143906,EZZELL ISD,LAVACA COUNTY,128
144901,GIDDINGS ISD,LEE COUNTY,1900
144902,LEXINGTON ISD,LEE COUNTY,1052
144903,DIME BOX ISD,LEE COUNTY,156
145901,BUFFALO ISD,LEON COUNTY,988
145902,CENTERVILLE ISD,LEON COUNTY,676
145906,NORMANGEE ISD,LEON COUNTY,661
145907,OAKWOOD ISD,LEON COUNTY,203
145911,LEON ISD,LEON COUNTY,758
146901,CLEVELAND ISD,LIBERTY COUNTY,12513
146902,DAYTON ISD,LIBERTY COUNTY,5675
146903,DEVERS ISD,LIBERTY COUNTY,191
146904,HARDIN ISD,LIBERTY COUNTY,1257
146905,HULL-DAISETTA ISD,LIBERTY COUNTY,429
146906,LIBERTY ISD,LIBERTY COUNTY,2438
146907,TARKINGTON ISD,LIBERTY COUNTY,1907
147901,COOLIDGE ISD,LIMESTONE COUNTY,287
147902,GROESBECK ISD,LIMESTONE COUNTY,1495
147903,MEXIA ISD,LIMESTONE COUNTY,1846
148901,BOOKER ISD,LIPSCOMB COUNTY,343
148902,FOLLETT ISD,LIPSCOMB COUNTY,182
148905,DARROUZETT ISD,LIPSCOMB COUNTY,86
149901,GEORGE WEST ISD,LIVE OAK COUNTY,1063
149902,THREE RIVERS ISD,LIVE OAK COUNTY,566
150901,LLANO ISD,LLANO COUNTY,1968
152901,LUBBOCK ISD,LUBBOCK COUNTY,24133
152902,NEW DEAL ISD,LUBBOCK COUNTY,731
152903,SLATON ISD,LUBBOCK COUNTY,1271
152906,LUBBOCK-COOPER ISD,LUBBOCK COUNTY,8030
152907,FRENSHIP ISD,LUBBOCK COUNTY,11770
152908,ROOSEVELT ISD,LUBBOCK COUNTY,1138
152909,SHALLOWATER ISD,LUBBOCK COUNTY,1731
152910,IDALOU ISD,LUBBOCK COUNTY,995
153903,O'DONNELL ISD,LYNN COUNTY,253
153904,TAHOKA ISD,LYNN COUNTY,612
153905,NEW HOME ISD,LYNN COUNTY,708
153907,WILSON ISD,LYNN COUNTY,133
154901,MADISONVILLE CISD,MADISON COUNTY,2377
154903,NORTH ZULCH ISD,MADISON COUNTY,333
155901,JEFFERSON ISD,MARION COUNTY,1125
156902,STANTON ISD,MARTIN COUNTY,1062
156905,GRADY ISD,MARTIN COUNTY,241
157901,MASON ISD,MASON COUNTY,700
158901,BAY CITY ISD,MATAGORDA COUNTY,3473
158902,TIDEHAVEN ISD,MATAGORDA COUNTY,1065
158904,MATAGORDA ISD,MATAGORDA COUNTY,109
158905,PALACIOS ISD,MATAGORDA COUNTY,1265
158906,VAN VLECK ISD,MATAGORDA COUNTY,1039
159901,EAGLE PASS ISD,MAVERICK COUNTY,13820
160901,BRADY ISD,MCCULLOCH COUNTY,935
160904,ROCHELLE ISD,MCCULLOCH COUNTY,160
160905,LOHN ISD,MCCULLOCH COUNTY,123
161901,CRAWFORD ISD,MCLENNAN COUNTY,596
161903,MIDWAY ISD,MCLENNAN COUNTY,8824
161906,LA VEGA ISD,MCLENNAN COUNTY,3093
161907,LORENA ISD,MCLENNAN COUNTY,1817
161908,MART ISD,MCLENNAN COUNTY,605
161909,MCGREGOR ISD,MCLENNAN COUNTY,1495
161910,MOODY ISD,MCLENNAN COUNTY,751
161912,RIESEL ISD,MCLENNAN COUNTY,689
161914,WACO ISD,MCLENNAN COUNTY,13376
161916,WEST ISD,MCLENNAN COUNTY,1300
161918,AXTELL ISD,MCLENNAN COUNTY,834
161919,BRUCEVILLE-EDDY ISD,MCLENNAN COUNTY,565
161920,CHINA SPRING ISD,MCLENNAN COUNTY,3013
161921,CONNALLY ISD,MCLENNAN COUNTY,2269
161922,ROBINSON ISD,MCLENNAN COUNTY,2378
161923,BOSQUEVILLE ISD,MCLENNAN COUNTY,729
161924,HALLSBURG ISD,MCLENNAN COUNTY,131
161925,GHOLSON ISD,MCLENNAN COUNTY,265
162904,MCMULLEN COUNTY ISD,MCMULLEN COUNTY,280
163901,DEVINE ISD,MEDINA COUNTY,1972
163902,D'HANIS ISD,MEDINA COUNTY,290
163903,NATALIA ISD,MEDINA COUNTY,1315
163904,HONDO ISD,MEDINA COUNTY,1727
163908,MEDINA VALLEY ISD,MEDINA COUNTY,9638
164901,MENARD ISD,MENARD COUNTY,264
165802,MIDLAND ACADEMY CHARTER SCHOOL,MIDLAND COUNTY,421
165901,MIDLAND ISD,MIDLAND COUNTY,29651
165902,GREENWOOD ISD,MIDLAND COUNTY,3373
166901,CAMERON ISD,MILAM COUNTY,1488
166902,GAUSE ISD,MILAM COUNTY,134
166903,MILANO ISD,MILAM COUNTY,423
166904,ROCKDALE ISD,MILAM COUNTY,1482
166905,THORNDALE ISD,MILAM COUNTY,637
166907,BUCKHOLTS ISD,MILAM COUNTY,112
167901,GOLDTHWAITE ISD,MILLS COUNTY,516
167902,MULLIN ISD,MILLS COUNTY,132
167904,PRIDDY ISD,MILLS COUNTY,119
168901,COLORADO ISD,MITCHELL COUNTY,927
168902,LORAINE ISD,MITCHELL COUNTY,141
168903,WESTBROOK ISD,MITCHELL COUNTY,220
169901,BOWIE ISD,MONTAGUE COUNTY,1503
169902,NOCONA ISD,MONTAGUE COUNTY,785
169906,GOLD BURG ISD,MONTAGUE COUNTY,148
169908,MONTAGUE ISD,MONTAGUE COUNTY,163
169909,PRAIRIE VALLEY ISD,MONTAGUE COUNTY,135
169910,FORESTBURG ISD,MONTAGUE COUNTY,180
169911,SAINT JO ISD,MONTAGUE COUNTY,326
170902,CONROE ISD,MONTGOMERY COUNTY,72914
170903,MONTGOMERY ISD,MONTGOMERY COUNTY,9889
170904,WILLIS ISD,MONTGOMERY COUNTY,9313
170906,MAGNOLIA ISD,MONTGOMERY COUNTY,14916
170907,SPLENDORA ISD,MONTGOMERY COUNTY,5687
170908,NEW CANEY ISD,MONTGOMERY COUNTY,19420
171901,DUMAS ISD,MOORE COUNTY,4381
171902,SUNRAY COLLEGIATE ISD,MOORE COUNTY,593
172902,DAINGERFIELD-LONE STAR ISD,MORRIS COUNTY,1026
172905,PEWITT CISD,MORRIS COUNTY,853
173901,MOTLEY COUNTY ISD,MOTLEY COUNTY,179
174801,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,NACOGDOCHES COUNTY,253
174901,CHIRENO ISD,NACOGDOCHES COUNTY,365
174902,CUSHING ISD,NACOGDOCHES COUNTY,558
174903,GARRISON ISD,NACOGDOCHES COUNTY,736
174904,NACOGDOCHES ISD,NACOGDOCHES COUNTY,5766
174906,WODEN ISD,NACOGDOCHES COUNTY,885
174908,CENTRAL HEIGHTS ISD,NACOGDOCHES COUNTY,1096
174909,MARTINSVILLE ISD,NACOGDOCHES COUNTY,313
174911,DOUGLASS ISD,NACOGDOCHES COUNTY,424
175902,BLOOMING GROVE ISD,NAVARRO COUNTY,935
175903,CORSICANA ISD,NAVARRO COUNTY,5998
175904,DAWSON ISD,NAVARRO COUNTY,628
175905,FROST ISD,NAVARRO COUNTY,462
175907,KERENS ISD,NAVARRO COUNTY,657
175910,MILDRED ISD,NAVARRO COUNTY,838
175911,RICE ISD,NAVARRO COUNTY,1105
176901,BURKEVILLE ISD,NEWTON COUNTY,252
176902,NEWTON ISD,NEWTON COUNTY,934
176903,DEWEYVILLE ISD,NEWTON COUNTY,564
177901,ROSCOE COLLEGIATE ISD,NOLAN COUNTY,12256
177902,SWEETWATER ISD,NOLAN COUNTY,1806
177903,BLACKWELL CISD,NOLAN COUNTY,186
177905,HIGHLAND ISD,NOLAN COUNTY,207
178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,NUECES COUNTY,147
178808,SEASHORE CHARTER SCHOOLS,NUECES COUNTY,405
178901,AGUA DULCE ISD,NUECES COUNTY,421
178902,BISHOP CISD,NUECES COUNTY,1463
178903,CALALLEN ISD,NUECES COUNTY,3745
178904,CORPUS CHRISTI ISD,NUECES COUNTY,33103
178905,DRISCOLL ISD,NUECES COUNTY,398
178906,LONDON ISD,NUECES COUNTY,1808
178908,PORT ARANSAS ISD,NUECES COUNTY,585
178909,ROBSTOWN ISD,NUECES COUNTY,2570
178912,TULOSO-MIDWAY ISD,NUECES COUNTY,3671
178913,BANQUETE ISD,NUECES COUNTY,744
178914,FLOUR BLUFF ISD,NUECES COUNTY,5559
178915,WEST OSO ISD,NUECES COUNTY,1778
179901,PERRYTON ISD,OCHILTREE COUNTY,1802
180901,BOYS RANCH ISD,OLDHAM COUNTY,148
180902,VEGA ISD,OLDHAM COUNTY,340
180903,ADRIAN ISD,OLDHAM COUNTY,141
180904,WILDORADO ISD,OLDHAM COUNTY,215
181901,BRIDGE CITY ISD,ORANGE COUNTY,3157
181905,ORANGEFIELD ISD,ORANGE COUNTY,1781
181906,WEST ORANGE-COVE CISD,ORANGE COUNTY,2592
181907,VIDOR ISD,ORANGE COUNTY,4165
181908,LITTLE CYPRESS-MAURICEVILLE CISD,ORANGE COUNTY,3320
182901,GORDON ISD,PALO PINTO COUNTY,227
182902,GRAFORD ISD,PALO PINTO COUNTY,339
182903,MINERAL WELLS ISD,PALO PINTO COUNTY,3303
182904,SANTO ISD,PALO PINTO COUNTY,582
182905,STRAWN ISD,PALO PINTO COUNTY,172
182906,PALO PINTO ISD,PALO PINTO COUNTY,94
183801,PANOLA CHARTER SCHOOL,PANOLA COUNTY,184
183901,BECKVILLE ISD,PANOLA COUNTY,684
183902,CARTHAGE ISD,PANOLA COUNTY,2637
183904,GARY ISD,PANOLA COUNTY,476
184901,POOLVILLE ISD,PARKER COUNTY,797
184902,SPRINGTOWN ISD,PARKER COUNTY,4188
184903,WEATHERFORD ISD,PARKER COUNTY,8023
184904,MILLSAP ISD,PARKER COUNTY,1083
184907,ALEDO ISD,PARKER COUNTY,8430
184908,PEASTER ISD,PARKER COUNTY,1776
184909,BROCK ISD,PARKER COUNTY,2169
184911,GARNER ISD,PARKER COUNTY,357
185901,BOVINA ISD,PARMER COUNTY,422
185902,FARWELL ISD,PARMER COUNTY,599
185903,FRIONA ISD,PARMER COUNTY,1016
185904,LAZBUDDIE ISD,PARMER COUNTY,127
186901,BUENA VISTA ISD,PECOS COUNTY,220
186902,FORT STOCKTON ISD,PECOS COUNTY,13480
186903,IRAAN-SHEFFIELD COLLEGIATE ISD,PECOS COUNTY,333
187901,BIG SANDY ISD,POLK COUNTY,506
187903,GOODRICH ISD,POLK COUNTY,266
187904,CORRIGAN-CAMDEN ISD,POLK COUNTY,834
187906,LEGGETT ISD,POLK COUNTY,227
187907,LIVINGSTON ISD,POLK COUNTY,4016
187910,ONALASKA ISD,POLK COUNTY,1196
188901,AMARILLO ISD,POTTER COUNTY,29321
188902,RIVER ROAD ISD,POTTER COUNTY,1221
188903,HIGHLAND PARK ISD,POTTER COUNTY,749
188904,BUSHLAND ISD,POTTER COUNTY,1434
189901,MARFA ISD,PRESIDIO COUNTY,194
189902,PRESIDIO ISD,PRESIDIO COUNTY,1085
190903,RAINS ISD,RAINS COUNTY,1712
191901,CANYON ISD,RANDALL COUNTY,11565
192901,REAGAN COUNTY ISD,REAGAN COUNTY,855
193801,BIG SPRINGS CHARTER SCHOOL,REAL COUNTY,175
193902,LEAKEY ISD,REAL COUNTY,343
194902,AVERY ISD,RED RIVER COUNTY,304
194903,RIVERCREST ISD,RED RIVER COUNTY,684
194904,CLARKSVILLE ISD,RED RIVER COUNTY,500
194905,DETROIT ISD,RED RIVER COUNTY,488
195901,PECOS-BARSTOW-TOYAH ISD,REEVES COUNTY,2919
195902,BALMORHEA ISD,REEVES COUNTY,146
196901,AUSTWELL-TIVOLI ISD,REFUGIO COUNTY,141
196902,WOODSBORO ISD,REFUGIO COUNTY,400
196903,REFUGIO ISD,REFUGIO COUNTY,656
197902,MIAMI ISD,ROBERTS COUNTY,177
198901,BREMOND ISD,ROBERTSON COUNTY,485
198902,CALVERT ISD,ROBERTSON COUNTY,145
198903,FRANKLIN ISD,ROBERTSON COUNTY,1462
198905,HEARNE ISD,ROBERTSON COUNTY,718
198906,MUMFORD ISD,ROBERTSON COUNTY,598
199901,ROCKWALL ISD,ROCKWALL COUNTY,19235
199902,ROYSE CITY ISD,ROCKWALL COUNTY,10034
200901,BALLINGER ISD,RUNNELS COUNTY,775
200902,MILES ISD,RUNNELS COUNTY,488
200904,WINTERS ISD,RUNNELS COUNTY,552
200906,OLFEN ISD,RUNNELS COUNTY,145
201902,HENDERSON ISD,RUSK COUNTY,3245
201903,LANEVILLE ISD,RUSK COUNTY,139
201904,LEVERETTS CHAPEL ISD,RUSK COUNTY,242
201907,MOUNT ENTERPRISE ISD,RUSK COUNTY,501
201908,OVERTON ISD,RUSK COUNTY,523
201910,TATUM ISD,RUSK COUNTY,1392
201913,CARLISLE ISD,RUSK COUNTY,646
201914,WEST RUSK COUNTY CONSOLIDATED ISD,RUSK COUNTY,1029
202903,HEMPHILL ISD,SABINE COUNTY,788
202905,WEST SABINE ISD,SABINE COUNTY,638
203901,SAN AUGUSTINE ISD,SAN AUGUSTINE COUNTY,597
203902,BROADDUS ISD,SAN AUGUSTINE COUNTY,377
204901,COLDSPRING-OAKHURST CISD,SAN JACINTO COUNTY,1585
204904,SHEPHERD ISD,SAN JACINTO COUNTY,1968
205901,ARANSAS PASS ISD,SAN PATRICIO COUNTY,1624
205902,GREGORY-PORTLAND ISD,SAN PATRICIO COUNTY,5024
205903,INGLESIDE ISD,SAN PATRICIO COUNTY,2071
205904,MATHIS ISD,SAN PATRICIO COUNTY,1429
205905,ODEM-EDROY ISD,SAN PATRICIO COUNTY,927
205906,SINTON ISD,SAN PATRICIO COUNTY,1961
205907,TAFT ISD,SAN PATRICIO COUNTY,812
206901,SAN SABA ISD,SAN SABA COUNTY,738
206902,RICHLAND SPRINGS ISD,SAN SABA COUNTY,120
206903,CHEROKEE ISD,SAN SABA COUNTY,123
207901,SCHLEICHER ISD,SCHLEICHER COUNTY,415
208901,HERMLEIGH ISD,SCURRY COUNTY,258
208902,SNYDER ISD,SCURRY COUNTY,2317
208903,IRA ISD,SCURRY COUNTY,284
209901,ALBANY ISD,SHACKELFORD COUNTY,474
209902,MORAN ISD,SHACKELFORD COUNTY,115
210901,CENTER ISD,SHELBY COUNTY,2307
210902,JOAQUIN ISD,SHELBY COUNTY,720
210903,SHELBYVILLE ISD,SHELBY COUNTY,891
210904,TENAHA ISD,SHELBY COUNTY,414
210905,TIMPSON ISD,SHELBY COUNTY,756
210906,EXCELSIOR ISD,SHELBY COUNTY,86
211901,TEXHOMA ISD,SHERMAN COUNTY,142
211902,STRATFORD ISD,SHERMAN COUNTY,527
212901,ARP ISD,SMITH COUNTY,1008
212902,BULLARD ISD,SMITH COUNTY,2921
212903,LINDALE ISD,SMITH COUNTY,4606
212904,TROUP ISD,SMITH COUNTY,1063
212905,TYLER ISD,SMITH COUNTY,18708
212906,WHITEHOUSE ISD,SMITH COUNTY,4676
212909,CHAPEL HILL ISD,SMITH COUNTY,3072
212910,WINONA ISD,SMITH COUNTY,1166
213801,BRAZOS RIVER CHARTER SCHOOL,SOMERVELL COUNTY,61
213901,GLEN ROSE ISD,SOMERVELL COUNTY,2119
214901,RIO GRANDE CITY GRULLA ISD,STARR COUNTY,9316
214902,SAN ISIDRO ISD,STARR COUNTY,153
214903,ROMA ISD,STARR COUNTY,6019
215901,BRECKENRIDGE ISD,STEPHENS COUNTY,1374
216901,STERLING CITY ISD,STERLING COUNTY,355
217901,ASPERMONT ISD,STONEWALL COUNTY,181
218901,SONORA ISD,SUTTON COUNTY,643
219901,HAPPY ISD,SWISHER COUNTY,253
219903,TULIA ISD,SWISHER COUNTY,801
219905,KRESS ISD,SWISHER COUNTY,262
220810,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT COUNTY,877
220901,ARLINGTON ISD,TARRANT COUNTY,53339
220902,BIRDVILLE ISD,TARRANT COUNTY,22267
220904,EVERMAN ISD,TARRANT COUNTY,5018
220905,FORT WORTH ISD,TARRANT COUNTY,70405
220906,GRAPEVINE-COLLEYVILLE ISD,TARRANT COUNTY,13541
220907,KELLER ISD,TARRANT COUNTY,32042
220908,MANSFIELD ISD,TARRANT COUNTY,35354
220910,LAKE WORTH ISD,TARRANT COUNTY,3249
220912,CROWLEY ISD,TARRANT COUNTY,17011
220914,KENNEDALE ISD,TARRANT COUNTY,2754
220915,AZLE ISD,TARRANT COUNTY,7304
220916,HURST-EULESS-BEDFORD ISD,TARRANT COUNTY,23262
220917,CASTLEBERRY ISD,TARRANT COUNTY,3851
220918,EAGLE MT-SAGINAW ISD,TARRANT COUNTY,23982
220919,CARROLL ISD,TARRANT COUNTY,8105
220920,WHITE SETTLEMENT ISD,TARRANT COUNTY,6831
221901,ABILENE ISD,TAYLOR COUNTY,14536
221904,MERKEL ISD,TAYLOR COUNTY,1090
221905,TRENT ISD,TAYLOR COUNTY,144
221911,JIM NED CISD,TAYLOR COUNTY,1639
221912,WYLIE ISD,TAYLOR COUNTY,5606
222901,TERRELL COUNTY ISD,TERRELL COUNTY,114
223901,BROWNFIELD ISD,TERRY COUNTY,1608
223902,MEADOW ISD,TERRY COUNTY,230
223904,WELLMAN-UNION CISD,TERRY COUNTY,248
224901,THROCKMORTON COLLEGIATE ISD,THROCKMORTON COUNTY,144
224902,WOODSON ISD,THROCKMORTON COUNTY,178
225902,MOUNT PLEASANT ISD,TITUS COUNTY,5153
225906,CHAPEL HILL ISD,TITUS COUNTY,928
225907,HARTS BLUFF ISD,TITUS COUNTY,891
226901,CHRISTOVAL ISD,TOM GREEN COUNTY,617
226903,SAN ANGELO ISD,TOM GREEN COUNTY,13004
226905,WATER VALLEY ISD,TOM GREEN COUNTY,310
226906,WALL ISD,TOM GREEN COUNTY,1313
226907,GRAPE CREEK ISD,TOM GREEN COUNTY,1196
226908,VERIBEST ISD,TOM GREEN COUNTY,263
227804,NYOS CHARTER SCHOOL,TRAVIS COUNTY,1667
227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,TRAVIS COUNTY,587
227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,TRAVIS COUNTY,304
227901,AUSTIN ISD,TRAVIS COUNTY,72272
227904,PFLUGERVILLE ISD,TRAVIS COUNTY,25477
227907,MANOR ISD,TRAVIS COUNTY,9961
227909,EANES ISD,TRAVIS COUNTY,7604
227910,DEL VALLE ISD,TRAVIS COUNTY,11715
227912,LAGO VISTA ISD,TRAVIS COUNTY,1887
227913,LAKE TRAVIS ISD,TRAVIS COUNTY,11008
228901,GROVETON ISD,TRINITY COUNTY,754
228903,TRINITY ISD,TRINITY COUNTY,1179
228904,CENTERVILLE ISD,TRINITY COUNTY,145
228905,APPLE SPRINGS ISD,TRINITY COUNTY,179
229901,COLMESNEIL ISD,TYLER COUNTY,414
229903,WOODVILLE ISD,TYLER COUNTY,1196
229904,WARREN ISD,TYLER COUNTY,1181
229905,SPURGER ISD,TYLER COUNTY,396
229906,CHESTER ISD,TYLER COUNTY,195
230901,BIG SANDY ISD,UPSHUR COUNTY,649
230902,GILMER ISD,UPSHUR COUNTY,2946
230903,ORE CITY ISD,UPSHUR COUNTY,788
230904,UNION HILL ISD,UPSHUR COUNTY,282
230905,HARMONY ISD,UPSHUR COUNTY,895
230906,NEW DIANA ISD,UPSHUR COUNTY,1136
230908,UNION GROVE ISD,UPSHUR COUNTY,720
231901,MCCAMEY ISD,UPTON COUNTY,484
231902,RANKIN ISD,UPTON COUNTY,301
232901,KNIPPA ISD,UVALDE COUNTY,408
232902,SABINAL ISD,UVALDE COUNTY,462
232903,UVALDE CISD,UVALDE COUNTY,4019
232904,UTOPIA ISD,UVALDE COUNTY,196
233901,SAN FELIPE-DEL RIO CISD,VAL VERDE COUNTY,9767
233903,COMSTOCK ISD,VAL VERDE COUNTY,176
234902,CANTON ISD,VAN ZANDT COUNTY,2309
234903,EDGEWOOD ISD,VAN ZANDT COUNTY,1022
234904,GRAND SALINE ISD,VAN ZANDT COUNTY,1211
234905,MARTINS MILL ISD,VAN ZANDT COUNTY,496
234906,VAN ISD,VAN ZANDT COUNTY,2358
234907,WILLS POINT ISD,VAN ZANDT COUNTY,2893
234909,FRUITVALE ISD,VAN ZANDT COUNTY,385
235901,BLOOMINGTON ISD,VICTORIA COUNTY,795
235902,VICTORIA ISD,VICTORIA COUNTY,12919
235904,NURSERY ISD,VICTORIA COUNTY,156
236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,WALKER COUNTY,437
236901,NEW WAVERLY ISD,WALKER COUNTY,1074
236902,HUNTSVILLE ISD,WALKER COUNTY,10960
237902,HEMPSTEAD ISD,WALLER COUNTY,1585
